index,class,tweet,clean_tweet
15334,1,RT @DerekIsNormal: A bitch is wearing a scarf today! I loves me a scarf.,rt a bitch is wearing a scarf today i loves me a scarf
15335,1,RT @DerekPayne_: I know you're gonna stalk my tweets so just know that you're a dumb fucking bitch!,rt i know you re gonna stalk my tweets so just know that you re a dumb fucking bitch
15336,1,RT @Derekisom: Making this first day my bitch,rt making this first day my bitch
15337,1,RT @DerrickJaxn: Feel like most people want you to commit and cut off all your hoes so they can relax and start being complacent,rt feel like most people want you to commit and cut off all your hoes so they can relax and start being complacent
15338,1,"RT @DerrickJaxn: I can't take any girl serious that refers to herself as a ""bitch"" or the guys she dates as ""these niggas"".",rt i can t take any girl serious that refers to herself as a bitch or the guys she dates as these niggas
15339,1,RT @Desean_96: &#8220;@1BookieG: I just fucked the life out this bitch! &#128514;&#128514;&#128514;&#128164;&#8221;&#128514;&#128514;&#128514;,rt 96 8220 i just fucked the life out this bitch 128514 128514 128514 128164 8221 128514 128514 128514
15340,0,RT @DessantiGina: @TonyJRodriguez @WolfVanHalen so tony I think yr a rude little cunt and too too young to even know what real rock and rol&#8230;,rt so tony i think yr a rude little cunt and too too young to even know what real rock and rol 8230
15341,0,RT @DestroTheNoble: I don't support that ya idiot. And if I'm a teabagger you're being teabagged. #OpenWide @nekolin @1SleepingGiant,rt i don t support that ya idiot and if i m a teabagger you re being teabagged openwide
15342,1,"RT @DevinEleven_: hey slim, thats my girlfriend screaming in the trunk. But i didn't slit her throat, i just tied her up ! See i ain't like&#8230;",rt hey slim thats my girlfriend screaming in the trunk but i didn t slit her throat i just tied her up see i ain t like 8230
15343,1,RT @Devon_Toppin2: fuck a bitch we never loved a thot,rt toppin2 fuck a bitch we never loved a thot
15344,1,RT @DevyDevBlack: Yung Berg trying to fuck all these hoes.,rt yung berg trying to fuck all these hoes
15345,1,RT @Dewis14: @H_ToTheOV @dbrad_80 @Coleduff24 @Peckadelic @bgulll1611 you're all pussies. Only men throw whammers in their assholes,rt totheov 80 you re all pussies only men throw whammers in their assholes
15346,1,"RT @DezDLT: ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/a1SDHBY8XT",rt i play soccer cheat on girls and wear khaki coloured cargos haircut
15347,1,"RT @DezzzyBo: I want attention yet she's on twitter talking about getting somebodies dick wet tonight and what her tongue does, deez hoes g&#8230;",rt i want attention yet she s on twitter talking about getting somebodies dick wet tonight and what her tongue does deez hoes g 8230
15348,1,RT @Dhet_Btchh: Hoes really be having built up animosity towards you for no reason. Like what's your problem bitch? Fill me in cuz I'm lost&#128554;,rt btchh hoes really be having built up animosity towards you for no reason like what s your problem bitch fill me in cuz i m lost 128554
15349,1,"RT @Dhoopin32: How other mfs tell me gm Damn Near every mornin , an my bitch don't even tell me Gm an she be wide TF awoke &#128530; wtf type shit &#8230;",rt how other mfs tell me gm damn near every mornin an my bitch don t even tell me gm an she be wide tf awoke 128530 wtf type shit 8230
15350,1,RT @Dhoopin32: When my bitches call me daddy &#128553;&#128525;&#128536;,rt when my bitches call me daddy 128553 128525 128536
15351,1,RT @DiandraSaysSo: &#8220;@itzbreak: like you have to be borderline retarded not to see andre 3000's elite skill level for example.&#8221; Yep! This go&#8230;,rt 8220 like you have to be borderline retarded not to see andre 3000 s elite skill level for example 8221 yep this go 8230
15352,1,"RT @DiggaBITCH: That pussy &#128572;keep calling me, gettin me in trouble",rt that pussy 128572 keep calling me gettin me in trouble
15353,1,"RT @DignifiedPurity: @TonyGoldwyn you could have helped Mellie, you revolving door-shaped head ho. You aren't quiet when you're balls deep &#8230;",rt you could have helped mellie you revolving door shaped head ho you aren t quiet when you re balls deep 8230
15354,1,RT @DignifiedPurity: I've been at work chuckling at that time @DerekIsNormal said not revealing your age keeps the pussy fresh. &#128514;&#128557;&#128557;&#128557;&#128514;,rt i ve been at work chuckling at that time said not revealing your age keeps the pussy fresh 128514 128557 128557 128557 128514
15355,1,RT @DinO_off_AD: Them hoes come them hoes go it's a revolving cycle &#128080;,rt off ad them hoes come them hoes go it s a revolving cycle 128080
15356,1,RT @DineroLoco_Bo: If a nigga fuck my bitch dats on ha cat .. but ima leave yu alone fa being trifling,rt bo if a nigga fuck my bitch dats on ha cat but ima leave yu alone fa being trifling
15357,1,RT @Dino_FooL: Ima catfish a bitch with fake arms,rt fool ima catfish a bitch with fake arms
15358,1,RT @Dino_FooL: Y'all ever just been having a normal day and your mind plays a horrible trick on you and give you a whiff of some good pussy&#8230;,rt fool y all ever just been having a normal day and your mind plays a horrible trick on you and give you a whiff of some good pussy 8230
15359,1,RT @DipOnline I be closing my eyes and shit sometimes so bitches be able to sneak a quick nipple lick in.. But she ain't going ham on me yo,rt i be closing my eyes and shit sometimes so bitches be able to sneak a quick nipple lick in but she ain t going ham on me yo
15360,1,RT @DipOnline If K Michelle was apart of Baltimore twitter she'd be one of them hoes saying she's celibate smh,rt if k michelle was apart of baltimore twitter she d be one of them hoes saying she s celibate smh
15361,1,"RT @Dipset_Kenn: RT @ToneThaMan55: RT @PAPER_CHAYSIN: I love money fuc a bitch I won't stress myself , and I keep my mouth closed cuz I can&#8230;",rt kenn rt rt chaysin i love money fuc a bitch i won t stress myself and i keep my mouth closed cuz i can 8230
15362,1,RT @Dirrttyydan: Chi ain't no bitch then you got them Assyrian kings on California and Peterson &#128081;&#128081;,rt chi ain t no bitch then you got them assyrian kings on california and peterson 128081 128081
15363,1,RT @DirtyEaffiliate: U can't turn a hoe into a housewife hashtag tupac,rt u can t turn a hoe into a housewife hashtag tupac
15364,1,RT @DivaMonRoe2uHoE: Fuck candy. Eat pussy. &#128527;,rt fuck candy eat pussy 128527
15365,0,RT @DivaMonRoe2uHoE: Niggas always wanna talk about how God is against gays.. What about that pussy you was eating last night? Ain't God ag&#8230;,rt niggas always wanna talk about how god is against gays what about that pussy you was eating last night ain t god ag 8230
15366,2,RT @DjChubbESwagg: &#8220;@jemelehill: ::faints:: RT @desusnice: She has no idea how many of her resumes went straight to the trash http://t.co/D&#8230;,rt 8220 faints rt she has no idea how many of her resumes went straight to the trash
15367,1,RT @DjXvX: Karma is a bitch .... &#128524;,rt karma is a bitch 128524
15368,1,RT @Doctor_Johnson_: You can't appreciate a woman if you're entertaining hoes.,rt johnson you can t appreciate a woman if you re entertaining hoes
15369,2,RT @DoctoroftheDead: @Jackson_D_Chase @violet_berry_ You realize I&#8217;m going to have to get out all those #horror and other poems I wrote abo&#8230;,rt d chase berry you realize i 8217 m going to have to get out all those horror and other poems i wrote abo 8230
15370,2,"RT @Dodgers: ""Gracias por jugar con el corazon, ahora a ganarle a los Yankees."" -@TommyLasorda http://t.co/3FYTvuzNZB",rt gracias por jugar con el corazon ahora a ganarle a los yankees
15371,1,"RT @Doestaxxx: Stop fuckin jail birds. RT""@__BRAT_: Niggas that's that serious about ass play scare me. That shit so sus""",rt stop fuckin jail birds rt brat niggas that s that serious about ass play scare me that shit so sus
15372,1,RT @DogBountyHunter: @WarMachine170 Hey Boy This half breed Chiricahua Apache is on YOUR ASS #Eatmytazer !!,rt hey boy this half breed chiricahua apache is on your ass eatmytazer
15373,2,"RT @DogeTheDog: Wow
 Such banana
 So potassium 
 Much yellow http://t.co/xINHDwyTqS",rt wow such banana so potassium much yellow
15374,1,RT @DomBeets: Don't be afraid to let your feelings show. Unless you're a bitch.,rt don t be afraid to let your feelings show unless you re a bitch
15375,1,RT @DomBeets: I wish someone would make a song about how these hoes ain't loyal,rt i wish someone would make a song about how these hoes ain t loyal
15376,2,RT @DomWorldPeace: Teixeira on point tonight. #Yankees,rt teixeira on point tonight yankees
15377,1,RT @Dominickle: @uce_INA this bitch lmao,rt ina this bitch lmao
15378,1,RT @Domo_Frm_Peru: Bitches Would Cheat on a nigga That give her everything she ask for and be loyal to shawty smh bitches ain't shit,rt frm peru bitches would cheat on a nigga that give her everything she ask for and be loyal to shawty smh bitches ain t shit
15379,1,RT @DonApolloSan: You might have a lot of followers bitch but a third wants to just fuck you the second third would hate your personality. &#8230;,rt you might have a lot of followers bitch but a third wants to just fuck you the second third would hate your personality 8230
15380,1,RT @DonDelarente: I think if Biggie saw Kandi Burress today he would change his mind about not fuxing one of those ugly as Xscape bitches,rt i think if biggie saw kandi burress today he would change his mind about not fuxing one of those ugly as xscape bitches
15382,2,"RT @DonnieWahlberg: Happy #BLUBLOODS Friday! 

Off to @CBSNews to sit down with the gang on CBS This Morning!

Join us in the 8 o'clock ho&#8230;",rt happy blubloods friday off to to sit down with the gang on cbs this morning join us in the 8 o clock ho 8230
15383,2,RT @DonnieWahlberg: On set of #BlueBloods. Hoping there are no birds perched above me... http://t.co/oDhq52QiLe,rt on set of bluebloods hoping there are no birds perched above me
15384,1,RT @Donnie_Blow: &#8220;@_100d: Having a bitch ain't goofy. Having bitch dat ain't loyal is&#8221; &#128588;&#128175;,rt blow 8220 100d having a bitch ain t goofy having bitch dat ain t loyal is 8221 128588 128175
15385,1,RT @DontForget_E: bitches be having reality twisted,rt e bitches be having reality twisted
15386,1,RT @DookieWithMe: &#128514; RT @itsablackguy: I&#8217;m assuming she got a cup on RT @AssholeFrmNY: Her pussy got a bicep b. wtf? http://t.co/Cl4jhGmXpi,rt 128514 rt i 8217 m assuming she got a cup on rt her pussy got a bicep b wtf
15387,1,RT @DopeChubbyChick: You was so eager to be a hoe you didn't even read RT @JennnVeee: &#8220;@DJZeeti: twitpic a selfie wearing a leotard&#8221; http:/&#8230;,rt you was so eager to be a hoe you didn t even read rt 8220 twitpic a selfie wearing a leotard 8221 http 8230
15388,1,"RT @Doped_: same bitch talking abt you will be the only bitch in your face, but &#128056;&#9749;&#65039;.",rt same bitch talking abt you will be the only bitch in your face but 128056 9749 65039
15389,1,RT @Doprettyshiz_: This bitch just blew my high &#128564; and I was high off all of these drugs &#128138;,rt this bitch just blew my high 128564 and i was high off all of these drugs 128138
15390,2,"RT @Dory: my anaconda don't want none, unless you defeat the Huns, son http://t.co/uzTkGaWTfM",rt my anaconda don t want none unless you defeat the huns son
15391,1,RT @DoseofOc: @Dirrttyydan Fasho you've been officially hired as my bitch,rt fasho you ve been officially hired as my bitch
15392,1,"RT @Douchekevin: Mustard is yellow.

*if my avi was big tits- this would be an epic tweet.",rt mustard is yellow if my avi was big tits this would be an epic tweet
15393,1,RT @DownSouthOutlaw: What in the mother fuck is flappy bird?,rt what in the mother fuck is flappy bird
15394,1,RT @Doyoudream__: Cant spell above and beyond without hoe,rt cant spell above and beyond without hoe
15395,1,RT @DrBrewWatkins: Getting bitches http://t.co/dwyd4RRM7v,rt getting bitches
15396,2,RT @DragonBallDeez: *Atlanta RT @PacDaGoat: Houston has so many trash drivers,rt atlanta rt houston has so many trash drivers
15397,2,"RT @DragonflyJonez: ""You men are trash if your homeboy is cheating and you dont tell his wife/girl and break up their family."" LOLNO",rt you men are trash if your homeboy is cheating and you dont tell his wife girl and break up their family lolno
15398,1,RT @DragonflyJonez: Chicks would get tired of Dr Dre calling them a bitch and go listen to Jodeci talk about how they'd give her their hous&#8230;,rt chicks would get tired of dr dre calling them a bitch and go listen to jodeci talk about how they d give her their hous 8230
15399,1,RT @DragonflyJonez: His jeans bluer denabitch. Dont let him lie to you. He's SICK RT @YolieTheJew how you know the pussy was't overrated ht&#8230;,rt his jeans bluer denabitch dont let him lie to you he s sick rt how you know the pussy was t overrated ht 8230
15400,1,RT @DragonflyJonez: I never knew it was possible to look like you were about to buy some pussy and still look cool while doing it until tha&#8230;,rt i never knew it was possible to look like you were about to buy some pussy and still look cool while doing it until tha 8230
15401,1,RT @DragonflyJonez: She from the D. She might have some hoes on the stroll. All jokes aside RT @TOO_LIVE_MILZ: Dej loaf dress like Jerome h&#8230;,rt she from the d she might have some hoes on the stroll all jokes aside rt live milz dej loaf dress like jerome h 8230
